OBJECTID,Reported Date,Information Reliability,Region of Incident,Number Dead,Number Missing,Nationalities,Region of Origin,Migrant route,Location Description,Number of Female,Number of Male,Number of Children,Age Range,Information Source,URL,Comments,Has the record been reviewed for quality and ready for public view,Cause of death,Number of survivors,x,y,
161986,"December 17, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"In the desert, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,3540051.20609402,2945263.91973089,
161987,"December 17, 2016",Partially Verified,Horn of Africa,1,,Unknown,Horn of Africa,,"Between Dire Dawa and Galile, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,,4660289.22629686,1072374.55455989,
161988,"December 18, 2016",Partially Verified,North Africa,20,,Unknown,Horn of Africa,,"Libyan desert, between Sabha and Tripoli",,,,,Regional Mixed Migration Secretariat,,,,Starvation,,1554860.79485893,3516358.42013777,
161989,"December 18, 2016",Partially Verified,Horn of Africa,1,,Unknown,Horn of Africa,,"Near Garowe,  Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,,5397136.17146353,940327.043853819,
161990,"December 19, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Al Hajer, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse,,3698564.92707515,1585560.81997663,
161991,"December 19, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"In the desert, between Berber and Wadi halfa",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,3493410.94944842,2201196.0424863,
161992,"December 19, 2016",Partially Verified,Horn of Africa,2,,Unknown,Horn of Africa,,"Azezo, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,4166198.73463274,1408366.85594427,
161993,"December 19, 2016",Partially Verified,North Africa,5,,Unknown,Horn of Africa,,"at Sahra desert in a mountain cave, between Atbara, Sudan and Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,3569892.38632761,2365197.01427256,
161994,"December 19, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Al Hajer, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,3698676.81051048,1585437.84929388,
161995,"December 19, 2016",Partially Verified,North Africa,4,,Unknown,Horn of Africa,,"In the desert of Sahara, around Aswan, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Suffocation Excessive_physical_abuse,,3662331.27094638,2764766.60276969,
161996,"December 19, 2016",Partially Verified,North Africa,3,,Unknown,,,"Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Harsh_weather_lack_of_adequate_shelter,,3783322.11961766,2002414.53435622,
161997,"December 19, 2016",Partially Verified,North Africa,3,,Unknown,Horn of Africa,,"In the desert, near Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Harsh_weather_lack_of_adequate_shelter,,3620935.77789691,1750657.25169941,
161998,"December 20, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,3622120.55179402,1751499.96954079,
161999,"December 20, 2016",Partially Verified,Sub-Saharan Africa,12,,Unknown,Horn of Africa,,"In the sea, Near Maputo, Mozambique",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation,,3654340.47414386,-2984370.68587236,
162000,"December 20, 2016",Partially Verified,North Africa,6,,Unknown,Horn of Africa,,"In the Sahara desert, near Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,,3785063.83294221,2008146.64022569,
162001,"December 26, 2016",Partially Verified,Horn of Africa,1,,Unknown,Horn of Africa,,"Afmadow, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,4682559.06079,64983.0369498121,
162002,"December 8, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"In the desert around Abu Hamad, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,,3702211.5375224,2224521.01827594,
162003,"November 18, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,3662988.77985271,2765483.1842986,
162346,"November 16, 2016",Partially Verified,North Africa,3,,Unknown,Horn of Africa,,"Wad Madani, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse,,3731521.16863461,1619598.78929554,
162348,"November 18, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Al Hajer, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse,,3698942.33488061,1585423.42465994,
162349,"November 18, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,3935431.40353564,1568304.76945732,
162350,"November 20, 2016",Partially Verified,Horn of Africa,2,,Unknown,Horn of Africa,,"Near Jijiga, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse,,4765019.68214367,1045887.98145322,
162351,"November 20, 2016",Partially Verified,North Africa,5,,Unknown,Horn of Africa,,"In the desert, around Abu Hamad, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,3706899.94567314,2218141.58871949,
162352,"November 20, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Arusha, Tanzania",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Dehydration,,4075225.26112662,-378680.064079287,
162353,"November 22, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Sabratha, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,,1390128.4804744,3867819.68513127,
162354,"November 27, 2016",Partially Verified,Horn of Africa,1,,Unknown,North Africa,,"Kismayu, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,4737301.20051458,-38958.2580096857,
162355,"November 27, 2016",Partially Verified,Horn of Africa,1,,Unknown,Horn of Africa,,"Luuq, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation,,4737049.83798743,422190.993870223,
162356,"December 4, 2016",Partially Verified,Horn of Africa,4,,Unknown,Horn of Africa,,"Near Al Hudaydah, Yemen",1,3,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse,,4782039.12951396,1665727.12456244,
162357,"December 8, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Singa, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,,3775968.12329055,1476309.59871654,
162358,"December 14, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"In the Sahara desert, after khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation,,3649425.44823029,1735938.70585803,
162359,"December 16, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Abu Hamad, Sudan",1,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse Sexual_abuse,,3708791.76208776,2217709.33734637,
162746,"December 17, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"In the desert after crossing Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Shot_or_Stabbed,,3784375.89975113,1997063.27114338,
162747,"December 19, 2016",Partially Verified,Sub-Saharan Africa,4,,Unknown,Horn of Africa,,"Tunduma, Tanzania",,,,,Regional Mixed Migration Secretariat,,,,Suffocation Excessive_physical_abuse,,3647635.3112612,-1040287.36456838,
162748,"December 19, 2016",Partially Verified,North Africa,5,,Unknown,Horn of Africa,,"In the mountain cave at Sahra desert, between Abu Hamad and Aswan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Dehydration Excessive_physical_abuse Sexual_abuse,,3484517.94535373,2377986.21825498,
162749,"December 19, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"In the desert, Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse,,3662941.00675927,2765145.14186013,
162750,"December 19, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Excessive_physical_abuse Sexual_abuse,,3936305.77049108,1586361.51701432,
162751,"December 19, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,"Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,,3663246.75486894,2764414.02118528,
162752,"December 19, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Al Qadarif, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Harsh_weather_lack_of_adequate_shelter,,3926411.80335379,1579372.13835127,
162753,"December 19, 2016",Partially Verified,North Africa,1,,Unknown,,,"In the desert, near Wadi Halfa, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Harsh_weather_lack_of_adequate_shelter,,3482368.63471176,2483449.26794369,
162754,"December 20, 2016",Partially Verified,North Africa,1,,Unknown,Horn of Africa,,Drowning,,,,,Regional Mixed Migration Secretariat,,,,"Tekeze River, near Himora, Ethiopia",,4083637.48379897,1608160.31427134,
162755,"December 20, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse,,3783322.11961766,2002516.48211173,
162756,"December 20, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"In the Libyan desert, near Kufra, Libya",,,,,Regional Mixed Migration Secretariat,,,,Starvation Dehydration,,2595298.05616645,2775201.97365168,
162757,"December 20, 2016",Partially Verified,North Africa,3,,Unknown,Horn of Africa,,"Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Suffocation Vehicle_Accident,,3782557.7493435,2006124.50089265,
162758,"November 20, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,3783154.25784054,2006632.84986256,
162759,"December 21, 2016",Partially Verified,North Africa,3,,Unknown,Horn of Africa,,"Khartoum, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Suffocation Vehicle_Accident,,3622044.11482227,1757800.67553818,
162760,"December 21, 2016",Partially Verified,Horn of Africa,1,,Unknown,Horn of Africa,,"Holhol, Djibouti",,,,,Regional Mixed Migration Secretariat,,,,Starvation Dehydration Other,,4778883.1193134,1267312.04390301,
162761,"December 25, 2016",Partially Verified,Horn of Africa,6,,Unknown,Horn of Africa,,"In the desert between Āssab and Dessie, Eritrea",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines,,4410508.57760187,1739733.38448894,
162762,"December 31, 2016",Partially Verified,North Africa,2,,Unknown,Horn of Africa,,"Bani Walid, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Shot_or_Stabbed,,1558330.77578334,3729814.11087229,
162763,"December 20, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Atbara, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Vehicle_Accident,,3783322.11961766,2003843.71589899,
170346,"January 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Violence,,1701644.28661399,3053294.95203743,
170347,"January 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Violence,,1672292.46775248,3214729.95572541,
170348,"January 31, 2016",Partially Verified,North Africa,6,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Starvation,,1726104.13560958,3204946.01604552,
170349,"January 31, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Sahara Desert, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Unknown,,1686968.37712757,2906535.85772993,
170350,"January 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecifed location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Violence,,1760347.924337,2979915.40484809,
170351,"January 31, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Sahara Desert, between Oran, Algeria and Tripoli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Unknown,,1373535.31639994,3806062.82511089,
170353,"January 31, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Garaboli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Hypothermia,,1461937.76585601,2471150.54457863,
170354,"February 29, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Sahara Desert, between Guerrara, Algeria and Subratha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Dehydration,,608505.347023882,3848174.01897287,
170355,"March 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, between Khartoum, Sudan and Tripoli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,2916702.87171847,2261340.36469817,
170356,"April 30, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Sahara Desert, between Khartoum, Sudan and Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,3245097.86901515,1916912.94226978,
170357,"April 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1055893.13870986,2230806.5078777,
170358,"May 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Starvation,,1505965.49420393,3092430.71041675,
170359,"May 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Violence,,1823943.53181461,3038619.04254692,
170360,"May 31, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Sahara Desert, Ajdabiya, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Dehydration,,2261360.52532055,3380891.21675819,
170361,"May 31, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Sahara Desert, Agadez, Niger and Subratha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1510639.8096411,2859399.12411273,
170362,"June 30, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Violence,,1750563.9847165,3038619.04254692,
170363,"June 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Suffocation,,1486386.48201198,2690651.67007922,
170364,"June 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1779915.80357801,3067970.86137659,
170365,"June 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1902215.04877863,2979915.40484809,
170366,"June 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Subratha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Starvation,,1447250.72352997,2954818.0398007,
170367,"June 30, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1770131.8639575,2896751.91809432,
170368,"July 31, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Harsh conditions,,1613588.83002946,2901643.88789252,
170369,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Dehydration,,1677184.43750707,2950563.58600517,
170370,"July 31, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Subratha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Unknown,,1391659.77981253,3865842.55336232,
170371,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sabrtha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Starvation,,1393761.79803862,3864657.77940645,
170372,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1598912.92054305,3327245.2613336,
170373,"August 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1657616.55826606,3469112.38578832,
170374,"September 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Sickness,,1819051.56206002,3234297.83493278,
170375,"October 31, 2016",Partially Verified,North Africa,7,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1584237.01116796,3596303.60087938,
170376,"October 31, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Unknown,,1711428.22623449,3307677.38213669,
170377,"February 29, 2016",Partially Verified,Sub-Saharan Africa,1,,Unknown,Unknown,,"Unspecified location, Niger",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1099714.34557999,2399553.96190234,
170378,"March 19, 2016",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America & Mexico,,"Train tracks, Guadalajara, Jalisco, Mexico",,1,,45-50,Trafico ZMG,http://bit.ly/2o4Yi4j,,,Hit by train,,-11515950.4199459,2355807.0858606,
170379,"May 15, 2016",Partially Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,,"Near Caborca, Sonora, Mexico",,1,,,Ariete Caborca,http://bit.ly/2nSeGoo,,,Dehydration,,-12467078.5319844,3646025.40545196,
170380,"May 17, 2016",Partially Verified,Central America incl. Mexico,1,,El Salvador,Central America & Mexico,,"Near Empalme, Sonora, Mexico",,1,,55,Periodico de manano Frontera,http://bit.ly/2nzdzHv,,,Fell from train,,-12333998.0388509,3249212.55420601,
170381,"July 19, 2016",Partially Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,,"Rio Bravo, near Neuvo Laredo, Tamaulipas, Mexico",,1,,38,El Manana Nuevo Laredo,http://bit.ly/2oATVM8,,,Drowning,,-11079328.9884354,3185458.84167195,
170382,"October 28, 2016",Partially Verified,Central America incl. Mexico,1,,Honduras,Central America & Mexico,,"Navojoa Obregon International Highway, near Navojoa, Sonora, Mexico",,1,,20,Periodico Se Manalo Frontera,http://bit.ly/2oskS7n,,,Fell from train,1,-12186182.850189,3139576.52562868,
170383,"April 21, 2016",Partially Verified,Central America incl. Mexico,1,,Mexico,Central America & Mexico,,"Outskirts of Hermosillo, Sonora, Mexico",,1,,19,El Emparcial,http://bit.ly/2nEGdel,,,Hyperthermia,,-12359479.281244,3380847.06851773,
170746,"April 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, between Khartoum, Sudan and Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,3280276.20768828,1935098.55949579,
170747,"April 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Dehydration,,1192868.2933969,2357997.72299626,
170748,"April 30, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, Algeria",,,,,MHub,http://www.mixedmigrationhub.org/,,,Dehydration,,906318.798191218,3288109.50282854,
170749,"May 31, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Sahara Desert, beween Niger and Sabha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1432368.29267708,2781127.60705477,
170750,"May 31, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Sabha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1280923.74998142,2494972.87765481,
170751,"June 30, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1353997.54896987,2584862.82290997,
170752,"June 30, 2016",Partially Verified,North Africa,2,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Starvation,,1833727.47143511,2838048.28028216,
170753,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1823943.53181461,2911427.82746958,
170754,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1799483.68281901,3126674.49917526,
170755,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1613588.83002946,2803804.49168594,
170756,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Violence,,1711428.22623449,2930995.70676793,
170757,"July 31, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Unknown,,1696752.31674808,2818480.40114379,
170758,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Hypothermia,,1594020.95078846,2838048.28028216,
170759,"July 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Sahara Desert, between Agadez, Niger and Sabratha, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1359021.14199982,3779361.75786088,
170760,"August 31, 2016",Partially Verified,North Africa,3,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1501073.52433802,2965239.49539619,
170761,"August 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,"Sickness, Harsh conditions",,1642940.64889097,3302785.41226751,
170762,"August 31, 2016",Partially Verified,North Africa,5,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Violence,,1549993.22244054,2945671.61614207,
170763,"August 31, 2016",Partially Verified,North Africa,7,,Unknown,Unknown,,"Unspecified location, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Vehicle accident,,1574453.07154745,3028835.10286993,
170764,"August 31, 2016",Partially Verified,North Africa,1,,Unknown,Unknown,,"Tripoli, Libya",,,,,MHub,http://www.mixedmigrationhub.org/,,,Murdered,,1469244.23666424,3875920.58670522,
170765,"May 6, 2016",Partially Verified,Central America incl. Mexico,1,,Mexico,Central America & Mexico,,"Train tracks near Empalme, Sonora, Mexico",,1,,30,Periodico de manano Frontera,http://bit.ly/2n3v6Lo,,,Fell from train,,-12331552.0539736,3253512.13711121,
138177,"January 1, 2017",Partially Verified,Europe,1,,Somalia,Horn of Africa,,"Near Ravadinovo, Bulgaria",,,,Novinite,http://bit.ly/2j4NeCg  http://bit.ly/2hOkWdH,,,,Hypothermia,,During migration,3067869.3975481,5213385.50598385
138993,"January 3, 2017",Partially Verified,Mediterranean,,3,Unknown,Unknown,Central Mediterranean,Unspecified location in the Chanel of Sicily,,,,UNHCR,,,,,Drowning,,During migration,1594020.95078846,4188231.94799374
139380,"January 2, 2017",Partially Verified,Europe,1,,Afghanistan,South Asia,,"Near Didimoteicho, Greece",1,,20,"IOM Greece, AP",http://bit.ly/2hQUT75,,,,Hypothermia,,During migration,2946645.27365185,5064685.71958469
139381,"January 3, 2017",Verified,Mediterranean,5,,"Reported as ""mostly"" Senegal",Sub-Saharan Africa,Central Mediterranean,"70 Km east of Tripoli, Libya",,,,IOM Libya,http://bit.ly/2iEdFh4,,,,Drowning,,During migration,1497449.50017017,3875691.27565312
139382,"January 3, 2017",Partially Verified,Mediterranean,3,,Unknown,Sub-Saharan Africa,Western Mediterranean,"Off the coast of Nador, Morocco",,1,6,Xinhua,http://on.china.cn/2if21q3  http://bit.ly/2j4IdKn,,,,Drowning,45,During migration,-323920.51314723,4188033.06945661
139777,"January 5, 2017",Partially Verified,Europe,2,,Iraq,Middle East,,"Strandzha Region, Bulgaria",2,,"28, 35",AFP,http://bit.ly/2iNkYDk,,,,Hypothermia,,During migration,3006887.01890173,5171926.89642009
140577,"January 1, 2017",Partially Verified,Mediterranean,2,,"Cameroon, Guinea",Sub-Saharan Africa,Western Mediterranean,"Border fense between Morocco and Ceuta, Spain",2,,,Diario de Leon,http://bit.ly/2j1augp  http://bit.ly/2iEC1Vq,,,,Unknown,,During migration,-596773.092339666,4283562.26623236
140578,"January 3, 2017",Partially Verified,Middle East,2,,Syria,Mixed,,"Mountains near Chebaa, Lebanon",2,1,"30, 7",AP,https://tgam.ca/1xEtXr0  http://ind.pn/2j3Hcza,,,,"Hypothermia, Exhaustion",,During migration,3982235.36473197,3941963.01228912
140977,"January 11, 2017",Verified,Central America incl. Mexico,1,,Honduras,Central America & Mexico,Central America,"Between Progeso and Escobedo municipalities, Coahuila, Mexico.",1,,,El Universal,http://eluni.mx/2jgjCPz,,,,Fell from train,5,During migration,-11286683.17153,3151207.28338947
141377,"January 12, 2017",Verified,Mediterranean,14,,Unknown,Unknown,Central Med,"Bodies found in Zuwara, Libya",,,,IOM Libya,,,,,Hypothermia,,During migration,1346299.16397937,3887635.55340028
141378,"January 12, 2017",Verified,Mediterranean,2,,Unknown,Unknown,Central Med,Unspecified location in the Central Mediterranean,,,,"SOS Mediterranee, UNHCR",http://bit.ly/2jQJr8d http://bit.ly/2iqPUdA,Bodies taken to Messina,,,Suffocation,193,During migration,1757956.02748521,4311795.76434228
